,Unnamed: 0,Date,time,Pressure,Temp,Diff_Pr,Massflow,Density,Pressure_tmp
0,0,23/3/2021,15:5:1:580,768.24,31.24,1070.35,0.55,946.147,768.24
1,1,23/3/2021,15:5:1:626,768.24,31.32,1046.25,0.55,946.147,768.24
2,2,23/3/2021,15:5:1:736,768.74,31.33,1081.65,0.55,946.147,768.24
3,3,23/3/2021,15:5:1:857,768.24,31.33,1058.45,0.55,945.997,768.24
4,4,23/3/2021,15:5:1:966,767.74,31.33,1057.85,0.55,945.997,768.24
5,5,23/3/2021,15:5:2:75,767.74,31.3,1058.45,0.55,946.147,768.24
6,6,23/3/2021,15:5:2:185,768.74,31.22,1076.45,0.551,946.147,768.24
7,7,23/3/2021,15:5:2:326,768.24,31.28,1054.45,0.551,946.147,768.24
8,8,23/3/2021,15:5:2:389,767.74,31.26,1071.55,0.55,946.147,768.24
9,9,23/3/2021,15:5:2:499,767.24,31.28,1071.85,0.55,945.997,768.24
10,10,23/3/2021,15:5:2:608,768.24,31.33,1044.35,0.55,946.147,768.24
11,11,23/3/2021,15:5:2:717,769.24,31.3,1072.15,0.55,945.997,768.24
12,12,23/3/2021,15:5:2:858,768.74,31.26,1056.85,0.55,946.147,768.24
13,13,23/3/2021,15:5:2:936,767.74,31.28,1073.95,0.55,945.997,768.24
14,14,23/3/2021,15:5:3:61,770.24,31.32,1057.15,0.55,946.147,768.24
15,15,23/3/2021,15:5:3:170,767.74,31.28,1057.85,0.551,946.147,768.24
16,16,23/3/2021,15:5:3:326,768.24,31.39,1064.55,0.55,946.147,768.24
17,17,23/3/2021,15:5:3:389,768.24,31.3,1063.95,0.551,946.147,768.24
18,18,23/3/2021,15:5:3:498,767.74,31.28,1063.95,0.55,945.997,768.24
19,19,23/3/2021,15:5:3:608,767.24,31.33,1063.95,0.55,946.147,768.24
20,20,23/3/2021,15:5:3:717,767.24,31.37,1082.25,0.55,945.997,768.24
21,21,23/3/2021,15:5:3:813,769.24,31.2,1062.35,0.55,945.997,768.24
22,22,23/3/2021,15:5:3:922,768.74,31.22,1051.75,0.55,946.147,768.24
23,23,23/3/2021,15:5:4:63,768.24,31.22,1065.15,0.55,946.147,768.24
24,24,23/3/2021,15:5:4:141,767.74,31.35,1061.45,0.55,946.147,768.24
